Date,Sales,Year,Month,DayOfWeek,WeekOfYear,Media_movil_7,Media_movil_30
2015-03-18,7993269,2015,3,3,12,6836050.0,6604496.8
2015-03-19,8073881,2015,3,4,12,7078568.0,6596977.033333333
2015-03-20,8291098,2015,3,5,12,7271282.857142857,6604733.966666667
2015-03-21,6398094,2015,3,6,12,7238725.285714285,6550298.0
2015-03-22,235852,2015,3,7,12,7237489.142857143,6288344.7
2015-03-23,6788834,2015,3,1,13,6653416.285714285,6304941.766666667
2015-03-24,6226359,2015,3,2,13,6286769.571428572,6505839.766666667
2015-03-25,6073784,2015,3,3,13,6012557.428571428,6508799.9
2015-03-26,6362734,2015,3,4,13,5768107.857142857,6520158.166666667
2015-03-27,7078009,2015,3,5,13,5594809.428571428,6555146.333333333
2015-03-28,6829093,2015,3,6,13,5656380.714285715,6567058.833333333
2015-03-29,226242,2015,3,7,13,5655007.857142857,6315302.066666666
2015-03-30,12371453,2015,3,1,14,6452524.857142857,6480292.333333333
2015-03-31,11222913,2015,3,2,14,7166318.285714285,6846758.033333333
2015-04-01,11102030,2015,4,3,14,7884639.142857143,6852387.5
2015-04-02,11400447,2015,4,4,14,8604312.42857143,6924571.7
2015-04-03,242473,2015,4,5,14,7627807.285714285,6651931.466666667
2015-04-04,9366558,2015,4,6,14,7990302.285714285,6688704.933333334
2015-04-05,217211,2015,4,7,14,7989012.142857143,6412461.7
2015-04-06,272921,2015,4,1,15,6260650.428571428,6202725.066666666
2015-04-07,7896155,2015,4,2,15,5785399.285714285,6459218.866666666
2015-04-08,6790649,2015,4,3,15,5169487.714285715,6460072.866666666
2015-04-09,6560475,2015,4,4,15,4478063.142857143,6471721.333333333
2015-04-10,6669239,2015,4,5,15,5396172.571428572,6484961.8
2015-04-11,6445499,2015,4,6,15,4978878.428571428,6487269.933333334
2015-04-12,244956,2015,4,7,15,4982842.0,6264032.0
2015-04-13,11075002,2015,4,1,16,6525996.428571428,6412332.166666667
2015-04-14,9166055,2015,4,2,16,6707410.714285715,6709717.166666667
2015-04-15,8002511,2015,4,3,16,6880533.857142857,6613889.4
2015-04-16,8396675,2015,4,4,16,7142848.142857143,6600682.366666666
2015-04-17,8738327,2015,4,5,16,7438432.142857143,6625517.633333334
2015-04-18,6569186,2015,4,6,16,7456101.714285715,6575361.133333334
2015-04-19,237342,2015,4,7,16,7455014.0,6306902.6
2015-04-20,6588863,2015,4,1,17,6814137.0,6313261.566666666
2015-04-21,6039464,2015,4,2,17,6367481.142857143,6506715.3
2015-04-22,6082195,2015,4,3,17,6093150.285714285,6483160.666666667
2015-04-23,6153519,2015,4,4,17,5772699.428571428,6480732.666666667
2015-04-24,6367560,2015,4,5,17,5434018.428571428,6490525.2
2015-04-25,6305451,2015,4,6,17,5396342.0,6488615.766666667
2015-04-26,234093,2015,4,7,17,5395877.857142857,6260485.233333333
2015-04-27,10605500,2015,4,1,18,5969683.142857143,6386365.466666667
2015-04-28,9302980,2015,4,2,18,6435899.714285715,6688923.4
2015-04-29,9517703,2015,4,3,18,6926686.571428572,6593798.4
2015-04-30,11327847,2015,4,4,18,7665876.285714285,6597296.2
2015-05-01,264231,2015,5,5,18,6793972.142857143,6236036.233333333
2015-05-02,8764984,2015,5,6,18,7145334.0,6148187.466666667
2015-05-03,249207,2015,5,7,18,7147493.142857143,6148411.933333334
2015-05-04,10995906,2015,5,1,19,7203265.428571428,6202723.533333333
2015-05-05,8778928,2015,5,2,19,7128400.857142857,6488114.1
2015-05-06,8633577,2015,5,3,19,7002097.142857143,6766802.633333334
2015-05-07,8550616,2015,5,4,19,6605349.857142857,6788618.0
2015-05-08,8665512,2015,5,5,19,7805532.857142857,6851113.433333334
2015-05-09,7157061,2015,5,6,19,7575829.571428572,6870999.633333334
2015-05-10,251720,2015,5,7,19,7576188.571428572,6657082.333333333
2015-05-11,6732629,2015,5,1,20,6967149.0,6666653.333333333
2015-05-12,6686277,2015,5,2,20,6668198.857142857,6881364.033333333
2015-05-13,8147927,2015,5,3,20,6598820.285714285,6783794.866666666
2015-05-14,289247,2015,5,4,20,5418624.714285715,6487901.266666667
2015-05-15,8596524,2015,5,5,20,5408769.285714285,6507701.7
2015-05-16,6497847,2015,5,6,20,5314595.857142857,6444407.433333334
2015-05-17,255680,2015,5,7,20,5315161.571428572,6161652.533333333
2015-05-18,10603240,2015,5,1,21,5868106.0,6296121.0
2015-05-19,8925994,2015,5,2,21,6188065.571428572,6585742.733333333
2015-05-20,8355497,2015,5,3,21,6217718.428571428,6644630.533333333
2015-05-21,8228411,2015,5,4,21,7351884.714285715,6717595.433333334
2015-05-22,8352281,2015,5,5,21,7316992.857142857,6793264.966666667
2015-05-23,6773815,2015,5,6,21,7356416.857142857,6813941.5
2015-05-24,261385,2015,5,7,21,7357231.857142857,6610402.333333333
2015-05-25,299473,2015,5,1,22,5885265.142857143,6410203.066666666
2015-05-26,7776413,2015,5,2,22,5721039.285714285,6661613.733333333
2015-05-27,6876443,2015,5,3,22,5509745.857142857,6537311.833333333
2015-05-28,6974793,2015,5,4,22,5330657.571428572,6459705.6
2015-05-29,8372820,2015,5,5,22,5333591.714285715,6421542.833333333
2015-05-30,7546769,2015,5,6,22,5444013.714285715,6295506.9
2015-05-31,278690,2015,5,7,22,5446485.857142857,6295988.866666666
2015-06-01,11743615,2015,6,1,23,7081363.285714285,6395276.566666666
2015-06-02,9925193,2015,6,2,23,7388331.857142857,6717809.433333334
2015-06-03,9731791,2015,6,3,23,7796238.714285715,6675672.266666667
2015-06-04,3534231,2015,6,4,23,7304729.857142857,6500849.033333333
2015-06-05,9724893,2015,6,5,23,7497883.142857143,6537226.233333333
2015-06-06,6478518,2015,6,6,23,7345275.857142857,6468156.3
2015-06-07,262497,2015,6,7,23,7342962.571428572,6188055.8
2015-06-08,7366781,2015,6,1,24,6717700.571428572,6195046.466666667
2015-06-09,6865990,2015,6,2,24,6280671.571428572,6415522.133333334
2015-06-10,6524741,2015,6,3,24,5822521.571428572,6408592.533333333
2015-06-11,6553081,2015,6,4,24,6253785.857142857,6404152.666666667
2015-06-12,6606431,2015,6,5,24,5808291.285714285,6352769.466666667
2015-06-13,6510261,2015,6,6,24,5812826.0,6560136.6
2015-06-14,269533,2015,6,7,24,5813831.142857143,6282570.233333333
2015-06-15,11570100,2015,6,1,25,6414305.285714285,6451645.333333333
2015-06-16,9636747,2015,6,2,25,6810127.714285715,6764347.566666666
2015-06-17,8618478,2015,6,3,25,7109233.0,6698188.833333333
2015-06-18,8191358,2015,6,4,25,7343272.571428572,6673700.966666667
2015-06-19,8458252,2015,6,5,25,7607818.428571428,6677126.133333334
2015-06-20,6390661,2015,6,6,25,7590732.714285715,6615867.8
2015-06-21,249849,2015,6,7,25,7587920.714285715,6345786.733333333
2015-06-22,6552538,2015,6,1,26,6871126.142857143,6338410.833333333
2015-06-23,6292372,2015,6,2,26,6393358.285714285,6539443.733333333
2015-06-24,6257424,2015,6,3,26,6056064.857142857,6738042.1
2015-06-25,6211764,2015,6,4,26,5773265.714285715,6685887.133333334
2015-06-26,6634687,2015,6,5,26,5512756.428571428,6677828.6
2015-06-27,6538314,2015,6,6,26,5533849.714285715,6663279.3
2015-06-28,262669,2015,6,7,26,5535681.142857143,6392940.933333334
2015-06-29,11916672,2015,6,1,27,6301986.0,6538604.366666666
2015-06-30,11483932,2015,6,2,27,7043637.428571428,6912112.433333334
2015-07-01,8989672,2015,7,3,27,7433958.571428572,6820314.333333333
2015-07-02,8446293,2015,7,4,27,7753177.0,6771017.666666667
2015-07-03,8530388,2015,7,5,27,8023991.428571428,6730970.9
2015-07-04,6054276,2015,7,6,27,7954843.142857143,6814972.4
2015-07-05,269248,2015,7,7,27,7955783.0,6499784.233333333
2015-07-06,7540473,2015,7,1,28,7330611.714285715,6535182.733333333
2015-07-07,6393024,2015,7,2,28,6603339.142857143,6739533.633333334
2015-07-08,6915625,2015,7,3,28,6307046.714285715,6724495.1
2015-07-09,6938182,2015,7,4,28,6091602.285714285,6726901.5
2015-07-10,7064909,2015,7,5,28,5882248.142857143,6744907.1
2015-07-11,6262022,2015,7,6,28,5911926.142857143,6735205.133333334
2015-07-12,277047,2015,7,7,28,5913040.285714285,6524225.666666667
2015-07-13,10841267,2015,7,1,29,6384582.285714285,6668592.533333333
2015-07-14,9340405,2015,7,2,29,6805636.714285715,6970954.933333334
2015-07-15,8756137,2015,7,3,29,7068567.0,6877156.166666667
2015-07-16,8373873,2015,7,4,29,7273665.714285715,6835060.366666666
2015-07-17,7949337,2015,7,5,29,7400012.571428572,6812755.666666667
2015-07-18,6448982,2015,7,6,29,7426721.142857143,6754676.466666667
2015-07-19,298418,2015,7,7,29,7429774.142857143,6482682.0
2015-07-20,7339321,2015,7,1,30,6929496.142857143,6514304.0
2015-07-21,6356482,2015,7,2,30,6503221.428571428,6717858.433333334
2015-07-22,6110388,2015,7,3,30,6125257.285714285,6703120.1
2015-07-23,6687068,2015,7,4,30,5884285.142857143,6716276.633333334
2015-07-24,6601325,2015,7,5,30,5691712.0,6727740.0
2015-07-25,6021666,2015,7,6,30,5630666.857142857,6721403.4
2015-07-26,285865,2015,7,7,30,5628873.571428572,6509776.0
2015-07-27,10707292,2015,7,1,31,6110012.285714285,6648741.933333334
2015-07-28,9115073,2015,7,2,31,6504096.714285715,6943822.066666666
2015-07-29,8499962,2015,7,3,31,6845464.428571428,6829931.733333333
2015-07-30,8798854,2015,7,4,31,7147148.142857143,6740429.133333334
2015-07-31,10109742,2015,7,5,31,7648350.571428572,6777764.8
